COD_MESE,CD_CLUSTER,DES_TIPO_GIORNO,NUM_S_RICERCHE,NUM_S_RICERCHE_NOREG,NUM_S_RICERCHE_AREA1,NUM_S_RICERCHE_AREA2,NUM_S_RICERCHE_AREA3,NUM_S_RICERCHE_AREA4,NUM_S_RICERCHE_VATICANO,NUM_S_RICERCHE_ROMA,NUM_S_RICERCHE_MILANO,NUM_S_RICERCHE_NAPOLI,NUM_S_RICERCHE_TORINO,NUM_S_RICERCHE_LAVORATIVA,NUM_S_RICERCHE_NON_LAVORATIVA,NUM_S_SESSIONI_UNICHE
201304,pub,Festivo,70997,3866,20187,13205,13977,19762,0,1559,643,813,1070,47302,23695,40734
201304,arte,Festivo,5819,3641,993,456,484,245,0,76,138,19,80,4561,1258,4180
201304,auto,Festivo,47004,2917,15551,9947,8132,10456,1,1148,1016,418,705,32858,14146,25628
201304,coop,Festivo,15403,988,5466,3332,2465,3152,0,315,195,93,128,10193,5210,10325
201304,foto,Festivo,27575,1204,8498,6328,5324,6221,0,943,873,254,777,19694,7881,14794
201304,luce,Festivo,8380,746,2819,1905,1472,1438,0,250,188,80,209,5826,2554,4540
201304,moto,Festivo,36908,8299,10640,7515,5735,4719,0,1216,795,307,793,25298,11610,21621
201304,tubi,Festivo,2166,264,931,463,304,204,0,20,14,0,17,1397,769,1609
201304,vini,Festivo,26380,1929,7301,6295,4569,6286,0,224,179,100,174,18330,8050,15310
201304,acqua,Festivo,3732,535,1104,819,449,825,0,19,11,23,16,2411,1321,2434
201304,carta,Festivo,1385,179,531,299,181,195,0,17,26,5,20,883,502,1005
201304,dolci,Festivo,37214,2937,11217,6795,6835,9430,0,516,577,333,586,25971,11243,22042
201304,forni,Festivo,1281,117,602,280,181,101,0,1,2,17,3,763,518,938
201304,gomma,Festivo,9974,1167,4283,2478,1190,856,0,129,189,77,174,6401,3573,6045
201304,marmi,Festivo,8626,474,2951,1921,1490,1790,0,109,64,52,71,5475,3151,4955
201304,notai,Festivo,16241,1569,4004,2673,3112,4880,3,504,380,468,242,10883,5358,9321
201304,pompe,Festivo,2525,439,803,614,319,350,0,16,18,7,21,1651,874,1797
201304,porte,Festivo,7695,513,2891,2148,1184,959,0,290,223,110,181,5162,2533,4327
201304,scale,Festivo,4522,219,1741,1157,716,689,0,53,32,23,36,2922,1600,2784
201304,sport,Festivo,49109,5269,16258,10243,9677,7661,1,1791,887,506,1274,34899,14210,28661
201304,vetri,Festivo,13490,3833,3831,2379,1888,1559,0,243,218,53,175,8332,5158,8898
201304,banche,Festivo,16797,1777,4809,3290,3149,3772,0,614,465,200,261,11574,5223,11079
201304,cinema,Festivo,16671,10443,2319,1360,1268,1281,0,335,240,100,192,12960,3711,11663
201304,eventi,Festivo,2844,198,961,820,456,409,0,54,55,7,20,1849,995,2030
201304,lavoro,Festivo,58900,33361,9547,6496,4447,5049,0,773,974,317,520,40077,18823,32546
201304,lingue,Festivo,8404,6013,752,584,627,428,0,113,44,43,44,6090,2314,6660
201304,misura,Festivo,810,85,253,161,160,151,0,26,40,0,10,594,216,628
201304,musica,Festivo,12331,1305,4225,2525,2285,1991,0,478,366,140,423,8547,3784,7462
201304,parchi,Festivo,368,18,175,89,37,49,0,2,4,0,1,246,122,273
201304,scuole,Festivo,18422,1310,5143,3330,3834,4803,2,483,351,235,255,12355,6067,11087
201304,stampa,Festivo,36284,19021,5977,4148,3750,3388,0,532,673,181,523,26104,10180,25726
201304,stoffe,Festivo,11589,1601,4737,2215,1921,1115,0,414,357,81,269,7919,3670,7359
201304,trofei,Festivo,4432,509,1533,999,760,631,0,201,106,67,131,2929,1503,2844
201304,argento,Festivo,24083,1395,7673,4514,5172,5329,0,868,782,345,630,17034,7049,14109
201304,autorip,Festivo,5214,87,1831,975,1145,1176,0,9,37,9,22,4687,527,4888
201304,energia,Festivo,34684,6638,8868,6978,6372,5827,1,904,434,227,452,25275,9409,18754
201304,fiscale,Festivo,9298,772,2936,2034,1575,1981,0,298,217,66,219,5973,3325,6134
201304,funebri,Festivo,7918,704,2828,1344,1326,1716,0,92,159,58,64,5291,2627,4075
201304,fusione,Festivo,3782,516,1654,862,392,358,0,54,10,11,47,2473,1309,2609
201304,infissi,Festivo,31128,1477,11575,6766,5212,6098,0,539,349,229,377,21177,9951,16104
201304,lamiere,Festivo,4874,487,1797,967,642,981,0,49,39,13,54,2971,1903,3302
201304,metalli,Festivo,14919,1579,5989,3728,2070,1553,0,221,242,145,192,10042,4877,8529
201304,nautica,Festivo,7336,593,1825,1627,1677,1614,0,113,81,99,51,4924,2412,4688
201304,pallets,Festivo,1752,118,671,461,316,186,0,44,7,1,6,1223,529,1050
201304,pulizia,Festivo,13526,871,5089,3434,2035,2097,0,142,253,95,158,8948,4578,6847
201304,tappeti,Festivo,29145,1475,10439,7111,5809,4311,0,1161,654,294,497,20407,8738,15106
201304,turismo,Festivo,23086,4881,5713,4112,4086,4294,0,573,724,273,526,16901,6185,15042
201304,acustica,Festivo,646,100,239,146,55,106,0,2,6,11,2,379,267,466
201304,alberghi,Festivo,70826,5435,16690,15417,16791,16485,8,2524,1100,485,788,47649,23177,35036
201304,cantieri,Festivo,5712,321,2321,1251,913,906,0,162,184,57,47,3732,1980,3539
201304,dentisti,Festivo,29648,1403,11218,6329,5135,5563,0,566,503,228,479,18807,10841,15438
201304,edilizia,Festivo,6600,402,2408,1542,762,1486,0,34,16,3,30,4179,2421,3820
201304,editoria,Festivo,15265,900,4953,3138,3184,3090,0,800,637,345,733,11354,3911,9501
201304,farmacie,Festivo,78471,5886,20451,14148,15824,22162,0,2498,1351,1451,1369,53337,25134,42553
201304,geologia,Festivo,4062,492,1415,873,637,645,0,33,38,6,11,2556,1506,2696
201304,immobili,Festivo,21052,2393,6798,4522,3906,3433,0,293,298,76,308,14072,6980,11771
201304,infanzia,Festivo,13256,1357,3498,2481,2755,3165,0,688,206,322,305,8935,4321,7170
201304,internet,Festivo,9564,1502,2867,1775,1573,1847,0,227,392,72,149,6444,3120,6142
201304,medicale,Festivo,14144,924,4819,2466,2892,3043,0,779,558,188,443,10146,3998,8181
201304,pensioni,Festivo,20144,656,6958,4108,3938,4484,0,392,242,243,278,13703,6441,9782
201304,preziosi,Festivo,1884,182,549,334,339,480,0,39,25,36,28,1381,503,1246
201304,pubblico,Festivo,58270,6055,13884,10185,11685,16457,4,1228,972,860,654,41006,17264,38022
201304,studipro,Festivo,48310,3023,18390,10853,7604,8440,0,707,661,311,357,32639,15671,24826
201304,utensili,Festivo,6141,549,2560,1551,750,731,0,95,101,26,96,4044,2097,4248
201304,zoologia,Festivo,32402,8390,9366,5450,4612,4584,0,684,356,265,790,23916,8486,17270
201304,benessere,Festivo,52376,4284,16734,12257,9753,9348,0,1340,1443,540,927,35950,16426,28511
201304,campeggio,Festivo,8355,829,2165,1666,1962,1733,0,276,42,30,124,5584,2771,4527
201304,ceramiche,Festivo,26237,1670,10159,6086,3889,4433,0,500,483,267,531,18145,8092,14069
201304,chirurgia,Festivo,3984,404,1307,662,723,888,0,39,37,32,42,2660,1324,2635
201304,cosmetica,Festivo,51673,3795,16256,10646,11006,9968,2,1898,1388,583,1124,37597,14076,28220
201304,forniture,Festivo,10663,763,3360,2453,1769,2318,0,293,163,74,147,7461,3202,7569
201304,idraulica,Festivo,19758,881,8412,5474,2862,2129,0,365,330,122,409,13300,6458,10730
201304,logistica,Festivo,27580,1363,8260,6152,5301,6504,0,511,565,352,248,19273,8307,15485
201304,religione,Festivo,33884,1629,9602,6010,6388,10249,6,509,170,289,176,24939,8945,19292
201304,telefonia,Festivo,30030,7613,7710,4625,4919,5163,0,1098,804,235,605,22618,7412,18802
201304,traslochi,Festivo,6358,338,2356,1352,1197,1115,0,130,98,83,149,4312,2046,3856
201304,vigilanza,Festivo,22573,17050,1552,1079,1103,1789,0,192,177,62,142,15643,6930,16670
201304,ariafredda,Festivo,3808,230,1952,1020,286,320,0,23,10,6,11,2225,1583,2552
201304,audiovideo,Festivo,12520,757,3530,2689,2574,2970,0,459,240,114,254,8913,3607,7686
201304,biancheria,Festivo,11583,1105,4086,2466,1894,2032,0,238,213,139,424,8430,3153,6448
201304,componenti,Festivo,6421,921,2548,1700,553,699,0,62,56,6,39,3991,2430,4820
201304,condominio,Festivo,8481,291,3472,1825,1500,1393,0,142,296,81,273,5966,2515,4338
201304,ferramenta,Festivo,35280,2658,12928,8781,5767,5146,0,1137,802,301,831,24989,10291,19697
201304,imballaggi,Festivo,9820,1219,2959,2117,1758,1767,0,195,181,68,185,6244,3576,6003
201304,lavanderie,Festivo,11921,629,3486,2756,2606,2443,1,624,330,182,207,8636,3285,6298
201304,psicologia,Festivo,9104,489,2549,2001,1651,2414,0,217,156,119,130,5599,3505,4775
201304,ragionieri,Festivo,20094,1306,6458,3969,3726,4635,0,388,420,136,295,13324,6770,12488
201304,ristoranti,Festivo,214867,14772,65845,45249,38105,50892,4,4266,3104,1356,3967,128142,86725,104075
201304,salagiochi,Festivo,43259,22361,7324,3750,4409,5415,0,887,694,406,672,31923,11336,30412
201304,spettacolo,Festivo,10012,5493,1081,778,910,1750,0,185,124,190,113,6495,3517,7585
201304,veterinari,Festivo,20480,1607,6570,4190,4137,3976,0,320,337,248,340,13709,6771,11521
201304,arredamento,Festivo,41022,3569,12397,9372,6539,9145,0,609,382,357,579,28920,12102,23557
201304,automazione,Festivo,33247,4883,12089,7231,4309,4735,0,753,597,242,553,22335,10912,19240
201304,autonoleggi,Festivo,24764,993,6416,5040,5209,7106,0,390,573,636,150,16376,8388,14147
201304,autopratich,Festivo,11811,2543,3316,2193,1929,1830,0,322,280,93,199,8121,3690,7280
201304,autopulizia,Festivo,4510,294,1671,959,823,763,0,281,232,88,183,3300,1210,2798
201304,bigiotteria,Festivo,1159,192,359,304,169,135,0,47,32,13,9,711,448,720
201304,cancelleria,Festivo,5283,375,1641,1058,1180,1029,0,363,179,57,113,3800,1483,3470
201304,elettronica,Festivo,1110,145,437,233,175,120,0,75,44,1,62,728,382,756
201304,informatica,Festivo,16692,1944,5094,3176,2740,3738,0,355,396,234,446,12037,4655,10119
201304,legnolavoro,Festivo,10764,943,3876,2703,1719,1523,0,167,106,70,104,7229,3535,6221
201304,ospedaliera,Festivo,36691,1643,9151,5810,7462,12625,0,861,707,665,522,24688,12003,22420
201304,pelletteria,Festivo,40364,3220,12103,8294,9114,7632,1,1331,1143,536,1072,28997,11367,22614
201304,riciclaggio,Festivo,15768,1982,4846,3246,2737,2957,0,181,160,79,122,10933,4835,8088
201304,scuolehobby,Festivo,7706,449,2268,1523,1839,1627,0,164,115,95,210,5187,2519,4824
201304,specialisti,Festivo,21408,1729,5669,3537,4013,6460,0,437,348,484,474,13467,7941,11749
201304,alimentibase,Festivo,46545,5082,11562,10166,8091,11643,1,701,395,473,473,32134,14411,26654
201304,distributori,Festivo,8085,1044,2425,1569,1341,1706,0,192,192,51,119,5326,2759,4852
201304,fisioterapia,Festivo,16018,955,4982,3348,3197,3536,0,482,280,272,391,10769,5249,8331
201304,giardinaggio,Festivo,50803,3981,16601,12357,9439,8425,0,1016,920,321,617,38282,12521,26900
201304,importexport,Festivo,233,35,53,85,22,38,0,0,0,5,0,153,80,188
201304,legnoenergia,Festivo,13316,608,5168,3928,2116,1496,0,157,70,14,149,9305,4011,6622
201304,oggettistica,Festivo,57025,4021,16704,12021,11359,12918,2,2682,1793,1097,1730,39389,17636,32445
201304,radiotecnica,Festivo,10170,1488,3518,1702,2018,1444,0,638,394,188,254,7188,2982,6314
201304,supermercati,Festivo,50553,5964,14776,11425,9341,9047,0,1334,863,302,694,39520,11033,30887
201304,verniciatura,Festivo,5727,607,2385,1361,774,600,0,68,44,37,66,3682,2045,3394
201304,abbigliamento,Festivo,58071,6406,15364,12061,11374,12866,0,1593,1360,716,1191,41526,16545,33864
201304,assicurazioni,Festivo,14725,949,4278,2966,2714,3818,0,314,226,205,317,9814,4911,8819
201304,collezionismo,Festivo,20147,8646,4932,2524,2401,1644,0,375,447,193,557,14969,5178,12629
201304,industriabase,Festivo,57325,9992,19009,12600,7535,8189,0,923,777,488,645,37391,19934,38561
201304,magazzinaggio,Festivo,712,65,310,173,79,85,0,0,42,1,11,446,266,545
201304,riscaldamento,Festivo,14598,1321,6469,2835,1941,2032,0,313,174,149,246,9409,5189,8389
201304,sportmontagna,Festivo,3538,116,1465,879,545,533,0,78,25,9,6,2477,1061,2148
201304,autoassistenza,Festivo,51899,2165,19127,11969,10227,8411,0,1439,873,415,1056,36040,15859,28859
201304,legnoartigiani,Festivo,7996,394,2604,2114,1601,1283,0,152,155,45,99,5568,2428,4374
201304,movimentoterra,Festivo,26069,2154,9689,6516,3764,3946,0,226,88,8,75,16461,9608,13388
201304,rappresentanti,Festivo,5863,506,2880,1015,548,914,0,54,1753,53,42,3992,1871,4268
201304,trasportomassa,Festivo,11275,370,2748,2819,1852,3486,0,87,179,277,70,8008,3267,7908
201304,autoindustriali,Festivo,7594,4180,1303,867,501,743,0,34,18,12,35,4452,3142,5324
201304,chimicaimpianti,Festivo,6976,774,2729,1282,1045,1146,0,60,118,39,36,4616,2360,4302
201304,condizionamento,Festivo,3427,295,1357,870,413,492,0,51,27,20,27,2132,1295,2061
201304,energiaimpianti,Festivo,7404,457,2814,1553,1025,1555,0,113,57,68,54,4951,2453,4274
201304,elettrodomestici,Festivo,36130,3082,12501,6772,7189,6586,0,1959,1077,455,1050,26245,9885,19906
201304,ediliziamateriali,Festivo,35411,3920,13758,7350,4902,5481,0,494,274,140,402,22914,12497,19286
201304,impiantielettrici,Festivo,5103,636,1880,1339,596,652,0,76,49,27,54,3356,1747,3774
201304,meccanicaofficina,Festivo,10835,890,4272,2891,1502,1280,0,71,88,44,96,7227,3608,6433
201304,arredamentoesterni,Festivo,9918,561,3030,2783,1954,1589,1,386,129,61,91,6975,2943,5675
201304,ediliziamacchinari,Festivo,6239,497,2304,1402,884,1152,0,49,30,34,48,3949,2290,4008
201304,impiantindustriali,Festivo,852,110,359,220,99,64,0,10,2,3,8,505,347,721
201304,abbigliamentoproduci,Festivo,13238,2173,4381,2843,2196,1645,0,320,292,79,170,8907,4331,9048
201304,abbigliamentoinfanzia,Festivo,13789,824,4226,2537,2532,3670,0,410,181,131,708,9879,3910,7752
201304,abbigliamentospeciale,Festivo,18927,2336,5134,3100,2894,5463,0,661,499,346,493,12434,6493,10266
201304,pub,Lavorativo,267025,23066,69464,49288,55923,69279,5,6509,3578,2701,3919,215001,52024,139639
201304,arte,Lavorativo,11764,4593,3085,1572,1432,1081,1,289,342,89,446,9161,2603,8661
201304,auto,Lavorativo,253085,15871,75627,52565,48699,60323,0,7080,5162,2463,4148,212516,40569,130651
201304,coop,Lavorativo,115066,7857,36213,25132,23299,22564,1,3488,1755,882,1195,100145,14921,72606
201304,foto,Lavorativo,120172,7802,35413,25334,23202,28420,1,4106,4250,1416,3255,99405,20767,68273
201304,luce,Lavorativo,30748,3111,9700,6951,5480,5506,0,934,723,260,751,24164,6584,18196
201304,moto,Lavorativo,121578,14922,38263,26964,23061,18368,0,5300,3312,1289,3061,96441,25137,69297
201304,tubi,Lavorativo,15010,2060,6467,2942,1889,1652,0,84,220,19,172,12116,2894,10843
201304,vini,Lavorativo,125411,11457,31410,29496,23447,29599,2,1179,987,437,946,104166,21245,69590
201304,acqua,Lavorativo,22812,3287,6340,5142,3158,4885,0,171,174,151,187,18451,4361,15421
201304,carta,Lavorativo,9385,1484,3219,2193,1384,1105,0,81,158,55,94,7613,1772,6466
201304,dolci,Lavorativo,160370,14234,47090,30784,29782,38480,0,2670,2483,1219,2381,132498,27872,89193
201304,forni,Lavorativo,5707,748,2196,1344,869,550,0,9,52,41,38,4378,1329,4093
201304,gomma,Lavorativo,69428,8908,28604,16819,8766,6331,0,586,1198,301,1126,57727,11701,41203
201304,marmi,Lavorativo,43029,3707,12349,9154,9005,8814,0,646,290,156,307,35678,7351,25335
201304,notai,Lavorativo,126540,14106,30214,20934,24804,36480,2,4153,3389,2559,2347,108336,18204,72442
201304,pompe,Lavorativo,15467,2184,4754,3725,2266,2538,0,167,165,52,186,12263,3204,11215
201304,porte,Lavorativo,34777,2838,12465,9181,5697,4596,0,1119,1112,417,864,27755,7022,20729
201304,scale,Lavorativo,17994,1339,5868,5042,2858,2887,0,189,190,101,159,14122,3872,11349
201304,sport,Lavorativo,182117,19141,55230,36408,38004,33333,1,7369,3521,2111,4823,145886,36231,98942
201304,vetri,Lavorativo,54880,9421,16667,11296,9034,8462,0,1271,1317,321,966,45001,9879,32846
201304,banche,Lavorativo,234329,17011,70606,46934,47019,52756,3,8920,8464,3762,5121,216077,18252,131789
201304,cinema,Lavorativo,30740,13729,6151,3562,3879,3419,0,1183,689,268,982,23422,7318,21881
201304,eventi,Lavorativo,14630,1653,4321,4205,2427,2024,0,455,454,72,145,11963,2667,9754
201304,lavoro,Lavorativo,237583,111774,49580,35608,23235,17386,0,3793,5311,1373,2816,192913,44670,124057
201304,lingue,Lavorativo,29348,16330,4311,3658,2750,2299,0,692,460,218,331,23683,5665,21559
201304,misura,Lavorativo,3313,577,1035,695,467,539,0,118,162,26,82,2777,536,2397
201304,musica,Lavorativo,43136,4086,14416,8486,8577,7571,0,1800,1342,478,1523,33440,9696,26212
201304,parchi,Lavorativo,1136,118,366,243,180,229,0,13,7,3,2,884,252,870
201304,scuole,Lavorativo,92738,7226,26055,15350,18733,25371,3,3246,2131,1277,1510,75967,16771,54917
201304,stampa,Lavorativo,142823,33760,35941,25987,23381,23751,3,3570,3850,1288,2808,121046,21777,85914
201304,importexport,Lavorativo,1056,175,327,252,156,146,0,5,4,2,1,871,185,824
201304,legnoenergia,Lavorativo,43453,2844,15284,13289,7313,4723,0,669,302,87,368,33760,9693,22868
201304,oggettistica,Lavorativo,232755,19745,63022,46184,48685,55111,8,9609,6225,3621,5988,188094,44661,127677
201304,radiotecnica,Lavorativo,45924,5583,14447,8174,10276,7439,5,3064,1858,1004,989,37531,8393,28512
201304,supermercati,Lavorativo,142233,15222,39762,30022,26539,30688,0,3996,2498,1147,1970,116641,25592,84723
201304,verniciatura,Lavorativo,38786,4657,15747,10004,5388,2990,0,287,379,105,426,32475,6311,23268
201304,abbigliamento,Lavorativo,203405,23187,51603,40506,40652,47457,0,5715,4973,2373,3927,164695,38710,112967
201304,assicurazioni,Lavorativo,174419,9738,48475,37053,34332,44821,0,3816,3642,2294,3171,156252,18167,98898
201304,collezionismo,Lavorativo,54132,19660,14231,7597,7106,5538,0,1432,1455,667,1609,43439,10693,33732
201304,industriabase,Lavorativo,295562,51098,95898,63467,41841,43255,3,4815,4735,1866,3305,236456,59106,176119
201304,magazzinaggio,Lavorativo,3759,425,1298,922,527,587,0,47,112,21,46,2950,809,2796
201304,riscaldamento,Lavorativo,72781,7013,27365,15376,11980,11046,1,1715,982,618,1320,59261,13520,43216
201304,sportmontagna,Lavorativo,9622,619,3631,2295,1532,1545,0,240,65,47,31,7474,2148,6077
201304,autoassistenza,Lavorativo,354340,19696,123744,85693,70789,54417,1,9450,4753,1762,6910,307367,46973,182760
201304,legnoartigiani,Lavorativo,45031,3572,14002,11209,9386,6862,0,903,660,212,521,38059,6972,25864
201304,movimentoterra,Lavorativo,103983,10125,31628,27524,17355,17351,0,812,428,123,402,80781,23202,55356
201304,rappresentanti,Lavorativo,36594,4219,16155,5621,4944,5655,0,482,9882,393,273,31480,5114,26324
201304,trasportomassa,Lavorativo,43719,2019,11823,10035,7332,12510,0,551,914,1071,317,34876,8843,30053
201304,autoindustriali,Lavorativo,24197,5479,6492,4814,3242,4170,0,245,97,60,158,19211,4986,17201
201304,chimicaimpianti,Lavorativo,44881,5635,16607,7917,7787,6935,0,556,1159,178,348,37055,7826,27282
201304,condizionamento,Lavorativo,18993,2098,6078,4946,3049,2822,0,287,215,84,224,15634,3359,11628
201304,energiaimpianti,Lavorativo,55578,3779,16402,11087,10417,13893,0,1189,722,566,552,47884,7694,30937
201304,elettrodomestici,Lavorativo,146752,11461,46296,28665,30861,29469,0,7097,4310,1620,3527,119805,26947,81857
201304,ediliziamateriali,Lavorativo,165968,15691,54854,36242,28275,30906,0,2650,1648,696,1861,134272,31696,86423
201304,impiantielettrici,Lavorativo,33843,4032,12715,8727,4369,4000,0,465,399,123,497,27732,6111,23655
201304,meccanicaofficina,Lavorativo,89070,9170,34425,24782,11998,8693,2,718,649,236,632,76844,12226,50964
201304,arredamentoesterni,Lavorativo,31186,2293,9389,7370,6104,6030,0,1037,310,142,321,24862,6324,18770
201304,ediliziamacchinari,Lavorativo,43322,4255,13934,10930,6800,7403,0,563,376,249,346,36548,6774,25615
201304,impiantindustriali,Lavorativo,6380,812,2563,1740,735,530,0,47,52,46,38,5048,1332,5062
201304,abbigliamentoproduci,Lavorativo,61072,9685,17950,13742,11670,8024,1,1207,1287,364,820,49076,11996,40496
201304,abbigliamentoinfanzia,Lavorativo,44541,3467,12060,8356,8100,12558,0,1317,603,538,1741,35343,9198,25527
201304,abbigliamentospeciale,Lavorativo,65667,7150,16936,11060,11834,18685,2,2751,2098,1001,1634,51170,14497,36065
201305,pub,Festivo,64013,3739,17662,11491,12816,18299,6,1348,626,785,951,42569,21444,36724
201305,arte,Festivo,4493,2726,800,345,398,224,0,83,63,48,88,3158,1335,3306
201305,auto,Festivo,41333,2401,13707,8744,7654,8827,0,1173,962,378,592,29137,12196,22780
201305,coop,Festivo,13075,838,4564,2519,2857,2296,1,330,187,113,124,8564,4511,8478
201305,foto,Festivo,23858,1220,7051,5678,4597,5312,0,779,876,351,627,16865,6993,14837
201305,luce,Festivo,7457,619,2377,1613,1685,1163,0,271,178,39,203,5076,2381,4121
201305,moto,Festivo,34357,6894,10038,7387,5559,4479,0,1148,772,358,839,23015,11342,19867
201305,tubi,Festivo,2189,171,910,618,325,165,0,9,20,5,26,1072,1117,1694
201305,vini,Festivo,23436,1502,6345,5745,4762,5082,0,212,136,98,174,15908,7528,13712
201305,acqua,Festivo,3180,412,1049,578,565,576,0,15,20,20,18,2061,1119,2104
201305,carta,Festivo,1190,116,446,198,260,170,0,15,12,13,4,751,439,905
201305,dolci,Festivo,33238,2249,10037,6819,6186,7947,0,511,445,300,518,23310,9928,19951
201305,forni,Festivo,1366,121,583,348,202,112,0,3,3,30,9,748,618,947
201305,gomma,Festivo,9312,963,3816,2521,1307,705,0,76,194,60,256,5988,3324,5731
201305,marmi,Festivo,6967,385,2355,1592,1402,1233,0,124,39,32,88,4695,2272,4181
201305,notai,Festivo,14015,1189,3701,2434,2820,3871,0,453,357,292,203,9128,4887,8622
201305,pompe,Festivo,2283,386,665,644,332,256,0,9,14,5,15,1428,855,1469
201305,porte,Festivo,6250,374,2391,1618,1099,768,0,238,159,102,134,4278,1972,3559
201305,scale,Festivo,3826,163,1429,989,693,552,0,28,43,56,36,2349,1477,2266
201305,sport,Festivo,43172,4895,13872,9053,8552,6800,0,1676,766,473,1017,30153,13019,25688
201305,vetri,Festivo,11482,3006,3366,2471,1579,1060,0,286,232,67,148,7091,4391,7092
201305,banche,Festivo,15271,1523,4386,2624,3279,3459,0,615,367,221,324,10307,4964,9936
201305,cinema,Festivo,16940,10586,2246,1390,1374,1344,0,344,219,127,223,12477,4463,11756
201305,eventi,Festivo,2466,198,934,557,507,270,0,65,54,10,13,1553,913,1710
201305,lavoro,Festivo,41124,22702,6729,5634,3454,2605,0,599,764,186,364,25421,15703,24055
201305,lingue,Festivo,7542,5152,726,695,513,456,0,126,82,63,54,4781,2761,5798
201305,misura,Festivo,496,62,136,162,71,65,0,14,33,6,23,273,223,401
201305,musica,Festivo,10797,1046,3496,2299,2202,1754,0,455,263,126,345,7064,3733,6385
201305,parchi,Festivo,347,22,120,102,51,52,0,6,1,1,0,244,103,276
201305,scuole,Festivo,15682,1151,4594,2720,3314,3903,0,572,276,210,261,10406,5276,9473
201305,stampa,Festivo,41226,25701,5342,4150,3322,2711,0,646,638,157,500,28249,12977,29963
201305,stoffe,Festivo,10053,1150,3958,2082,2016,847,0,337,273,84,218,6715,3338,6515
201305,trofei,Festivo,4502,479,1407,1061,942,613,0,223,83,68,162,3106,1396,2766
201305,argento,Festivo,22259,1182,6572,4302,4856,5347,0,763,757,356,664,15886,6373,13330
201305,autorip,Festivo,778,74,370,191,94,49,0,10,39,3,29,513,265,505
201305,energia,Festivo,30169,6087,7821,5699,5698,4864,0,839,403,183,477,21574,8595,16747
201305,fiscale,Festivo,8950,671,2747,1689,1794,2049,0,256,295,65,140,6035,2915,6311
201305,funebri,Festivo,5952,566,1709,971,1190,1516,0,63,103,42,77,4099,1853,3345
201305,fusione,Festivo,3560,424,1344,967,572,253,0,54,25,17,40,1997,1563,2473
201305,infissi,Festivo,25550,1198,8992,5834,4918,4608,0,539,318,164,320,17396,8154,13055
201305,lamiere,Festivo,3877,377,1367,897,706,530,0,52,37,7,32,2295,1582,2546
201305,metalli,Festivo,13833,1288,5394,3558,2053,1540,0,212,278,134,210,8839,4994,8094
201305,nautica,Festivo,6930,440,1795,1338,1781,1576,0,157,55,102,76,4605,2325,4339
201305,pallets,Festivo,1507,73,554,460,244,176,0,21,9,4,12,1004,503,1000
201305,pulizia,Festivo,10113,611,3939,2267,1822,1474,0,184,195,102,163,6614,3499,5339
201305,tappeti,Festivo,25019,1211,8173,6459,4964,4212,0,1025,600,289,472,17232,7787,13401
201305,turismo,Festivo,18243,1663,5094,3729,3688,4069,0,542,685,343,425,13191,5052,11350
201305,acustica,Festivo,666,107,187,210,103,59,0,19,1,6,1,440,226,466
201305,alberghi,Festivo,62233,4699,14508,13923,15159,13936,8,2061,976,380,651,41683,20550,31471
201305,cantieri,Festivo,5445,313,2220,1076,1097,739,0,136,159,61,40,3735,1710,3563
201305,dentisti,Festivo,26401,1164,9307,5426,5101,5403,0,566,476,221,312,16829,9572,14041
201305,edilizia,Festivo,5545,392,2238,1060,783,1072,0,33,14,5,19,3357,2188,3267
201305,editoria,Festivo,14581,829,5027,2776,3345,2603,1,627,663,238,608,10929,3652,9043
201305,farmacie,Festivo,68482,5545,16905,12285,13831,19914,2,1988,1145,1117,1145,47008,21474,38248
201305,geologia,Festivo,3584,373,1203,757,724,527,0,39,39,17,11,2125,1459,2420
201305,immobili,Festivo,18060,1440,6088,3885,3526,3121,0,345,315,91,397,12022,6038,9981
201305,infanzia,Festivo,12593,1706,3157,2257,2830,2643,0,735,197,213,214,8383,4210,6995
201305,internet,Festivo,8828,1188,3216,1373,1452,1599,0,194,1027,72,179,5998,2830,5758
201305,medicale,Festivo,12905,775,4352,2349,2676,2753,0,708,488,153,383,9273,3632,7494
201305,pensioni,Festivo,16796,585,5446,3325,3666,3774,0,308,205,168,278,11354,5442,8104
201305,preziosi,Festivo,1614,122,447,335,350,360,0,28,16,38,30,1154,460,1058
201305,pubblico,Festivo,55358,8314,12529,8653,11008,14850,4,1207,1129,838,704,38490,16868,36410
201305,studipro,Festivo,42558,2387,16154,9072,7356,7588,1,629,517,306,404,28199,14359,22227
201305,utensili,Festivo,6021,396,2469,1417,1134,605,0,96,86,39,72,3804,2217,4181
201305,zoologia,Festivo,29575,8639,7868,4887,4521,3660,0,632,401,314,666,20555,9020,16203
201305,benessere,Festivo,50166,5123,15084,10874,9832,9253,0,1334,1249,448,758,34558,15608,27982
201305,campeggio,Festivo,8166,844,2073,1516,1868,1865,0,217,41,27,90,5277,2889,4612
201305,ceramiche,Festivo,22682,1420,8794,5138,3605,3725,0,480,318,182,451,15546,7136,12098
201305,chirurgia,Festivo,3354,311,1040,545,664,794,0,46,43,51,35,2152,1202,2195
201305,cosmetica,Festivo,48109,3800,14996,10398,9629,9286,0,1567,1294,498,908,35470,12639,26785
201305,forniture,Festivo,9163,545,2816,1974,1987,1841,0,236,181,90,138,6275,2888,6592
